NOM BOUTIQUE,OPERATEUR,MACHINE,DATE,HEURE,STATUT,CODE EAN,NOM DU PRODUIT,QUANTITE,PRIX HT,VAT,PRIX TTC,TYPE,GAMME,MARQUE,FOURNISSEUR,ORDER ID (TICKET DE CAISSE),TEMPERATURE,METEO DU JOUR (MOYENNE),METEO DU MOIS (MOYENNE)
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,14:49:29,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,41180,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:35:55,DONE,"",CHIPS DE POULET ROTI 45g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SALEE, - , - ,41179,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:35:55,DONE,"",BOUNTY 57g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,BOUNTY,ASTORE,41179,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:35:55,DONE,"",LION 42g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,LION,ASTORE,41179,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:35:55,DONE,"",CHIPS DE POULET ROTI 45g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SALEE, - , - ,41179,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:37:20,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,41177,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:37:20,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,41177,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:37:20,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41177,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:37:20,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41177,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:37:20,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41177,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,15:49:32,DONE,"",ADAPTATEUR UNIVERSEL,1,"",0.20000000000000000000,14.0000000000000000,NON-F&B,SOS, - , - ,41178,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,16:20:33,DONE,"",KIT RASAGE,1,"",0.20000000000000000000,4.0000000000000000,NON-F&B,SOS, - , - ,41176,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,16:21:34,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41175,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,16:44:31,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41174,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,16:44:31,DONE,"",RED BULL REGULAR 25 CL,1,"",0.10000000000000000000,4.9000000000000000,F&B,SANS ALCOOL,RED BULL,ASTORE,41174,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:01:39,DONE,"",CLUB POULET MAYONNAISE,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,41173,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:22:54,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41172,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:22:54,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41172,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:22:54,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41172,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:29:02,DONE,"",CLUB JAMBON BEURRE FLEUR DE SEL DE GUÉRANDE SALADE,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,41171,,"",""
Novotel Megève Mont-Blanc,ADIPOS,BORNE MEGEVE,2025-09-29,17:42:19.517,DONE,3661075322007,Chargeur Rapide,1,"",20.0000000000000000,10.0000000000000000,NON-F&B,SOS,-,-,40524,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:46:50,DONE,"",TAMPONS LOVE & GREEN BIO X 2,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,LOVE & GREEN,ASTORE,41170,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:46:50,DONE,"",TAMPONS LOVE & GREEN BIO X 2,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,LOVE & GREEN,ASTORE,41170,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:59:11,DONE,"",CLUB JAMBON BEURRE FLEUR DE SEL DE GUÉRANDE SALADE,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,41169,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,17:59:11,DONE,"",CLUB THON A LA NICOISE,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,41169,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (GRAB & GO),2025-09-29,18:08:23.355,DONE,3760322850307,L'Eau Neuve (50cl),1,"",5.5000000000000000,5.0000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,42798,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-09-29,19:17:09.223,DONE,3583787498705,Lunettes de natation,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,40305,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-09-29,19:17:09.223,DONE,3583787229002,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,10.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,40305,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-09-29,19:32:21.456,DONE,5449000214911,COCA-COLA SLIM BTE 33CL,1,"",10.0000000000000000,2.0000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,40306,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (GRAB & GO),2025-09-29,19:37:49.57,DONE,3179732326911,Vittel en verre (50cl),2,"",5.5000000000000000,10.0000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,42799,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,19:57:39,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41168,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:06:44,DONE,"",WRAP VEGGIE ŒUF PARMESAN TOMATES,1,"",0.10000000000000000000,7.0000000000000000,F&B,FOOD SALEE, - , - ,41167,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:09:03,DONE,"",KEFIR CITRON BIO,1,"",0.10000000000000000000,4.0000000000000000,F&B,SANS ALCOOL, - , - ,41166,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:09:03,DONE,"",SPAGHETTI ALLA BOLOGNESE,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,41166,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:09:03,DONE,"",PERRIER 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,PERRIER,ASTORE,41166,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:35:10,DONE,"",SPAGHETTI ALLA BOLOGNESE,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,41164,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:35:10,DONE,"",SPAGHETTI ALLA BOLOGNESE,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,41164,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:35:10,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41164,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:35:40,DONE,"",GOURDE,1,"",0.20000000000000000000,4.0000000000000000,NON-F&B,SOS, - , - ,41165,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:36:56,DONE,"",KIT DENTAIRE COLGATE,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,COLGATE,ASTORE,41163,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:39:49,DONE,"",FRENCH TACOS POULET,1,"",0.10000000000000000000,10.0000000000000000,F&B,FOOD SALEE, - , - ,41162,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:39:49,DONE,"",MOUSSE AU CHOCOLAT A L'ANCIENNE,1,"",0.10000000000000000000,3.9000000000000000,F&B,FOOD SUCREE, - , - ,41162,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:42:02,DONE,"",KIT DENTAIRE COLGATE,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,COLGATE,ASTORE,41161,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:42:02,DONE,"",KIT DENTAIRE COLGATE,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,COLGATE,ASTORE,41161,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-09-29,20:42:27.964,DONE,5449000335951,FANTA ORANGE PET 50CL,1,"",10.0000000000000000,2.7000000000000000,F&B,SANS ALCOOL,FANTA,ASTORE,40307,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:55:28,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41160,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:55:28,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41160,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:55:28,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41160,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,20:55:28,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41160,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:05:03,DONE,"",GOURDE,1,"",0.20000000000000000000,4.0000000000000000,NON-F&B,SOS, - , - ,41159,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:05:03,DONE,"",GOURDE,1,"",0.20000000000000000000,4.0000000000000000,NON-F&B,SOS, - , - ,41159,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:08:51,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41158,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:08:51,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41158,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:08:51,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41158,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:12:28,DONE,"",ADAPTATEUR UNIVERSEL,1,"",0.20000000000000000000,14.0000000000000000,NON-F&B,SOS, - , - ,41157,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:30:23,DONE,"",WRAP VEGGIE ŒUF PARMESAN TOMATES,1,"",0.10000000000000000000,7.0000000000000000,F&B,FOOD SALEE, - , - ,41156,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:30:58,DONE,"",KOMBUCHA MATE GINGEMBRE CITRON BIO,1,"",0.10000000000000000000,5.5000000000000000,F&B,SANS ALCOOL, - , - ,41155,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:32:28,DONE,"",TWIX 50g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,TWIX,ASTORE,41151,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:32:28,DONE,"",SNICKERS 50g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,SNICKERS,ASTORE,41151,,"",""
Ibis budget Strasbourg Centre République,SELFLYSTORE,FRIGO STRASBOURG,2025-09-29,21:36:40.263,DONE,5449000214799,Coca Cola Zero (33cl),1,"",10.0000000000000000,2.5000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,42409,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:38:14,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41154,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:40:50,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41153,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:40:50,DONE,"",YAOURT NATURE 125G,1,"",0.10000000000000000000,2.2000000000000000,F&B,FOOD SUCREE, - , - ,41153,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:47:30,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,41152,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,21:47:30,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,41152,,"",""
Ibis budget Strasbourg Centre République,SELFLYSTORE,FRIGO STRASBOURG,2025-09-29,22:00:12.884,DONE,0000040052397,Kit Kat,1,"",10.0000000000000000,2.5000000000000000,F&B,FOOD SUCREE,KIT KAT,ASTORE,42410,,"",""
Ibis budget Strasbourg Centre République,SELFLYSTORE,FRIGO STRASBOURG,2025-09-29,22:00:12.884,DONE,5449000286291,Sprite,1,"",10.0000000000000000,2.5000000000000000,F&B,SANS ALCOOL,SPRITE,ASTORE,42410,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:01:07,DONE,"",M&M'S 45g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,M&M'S,ASTORE,41149,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:01:29,DONE,"",ADAPTATEUR UNIVERSEL,1,"",0.20000000000000000000,14.0000000000000000,NON-F&B,SOS, - , - ,41150,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-09-29,22:02:11,,"",Snickers,1,"",0.10000000000000000000,2.5000000000000000,F&B,FOOD SUCREE,SNICKERS,ASTORE,42134,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:06:33,DONE,"",YAOURT NATURE 125G,1,"",0.10000000000000000000,2.2000000000000000,F&B,FOOD SUCREE, - , - ,41148,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:13:34,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41147,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:18:34,DONE,"",KIT DENTAIRE COLGATE,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,COLGATE,ASTORE,41146,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:20:04,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41145,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:26:44,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41144,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:26:44,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41144,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:29:52,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41143,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:29:52,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41143,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:33:47,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41141,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:33:47,DONE,"",SPRITE  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,SPRITE,ASTORE,41141,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:35:03,DONE,"",M&M'S 45g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,M&M'S,ASTORE,41142,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:35:03,DONE,"",SNICKERS 50g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,SNICKERS,ASTORE,41142,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:35:03,DONE,"",LION 42g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,LION,ASTORE,41142,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:35:24,DONE,"",SPRITE  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,SPRITE,ASTORE,41140,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:35:24,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41140,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-09-29,22:47:16.445,DONE,3760322850307,L'EAU NEUVE 50CL,1,"",10.0000000000000000,2.2000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,40308,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-09-29,22:47:16.445,DONE,5449000286192,sprite 50cl,1,"",10.0000000000000000,2.7000000000000000,F&B,SANS ALCOOL,SPRITE,ASTORE,40308,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:47:44,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,41139,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:49:05,DONE,"",WRAP VEGGIE ŒUF PARMESAN TOMATES,1,"",0.10000000000000000000,7.0000000000000000,F&B,FOOD SALEE, - , - ,41138,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:58:28,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,41137,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,22:59:26,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41136,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,23:20:10,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41134,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,23:26:36,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41135,,"",""
Ibis budget Strasbourg Centre République,SELFLYSTORE,FRIGO STRASBOURG,2025-09-29,23:33:46.512,DONE,3790322850304,L'Eau Neuve (50cl),3,"",10.0000000000000000,7.5000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,42411,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,23:35:03,DONE,"",WRAP VEGGIE ŒUF PARMESAN TOMATES,1,"",0.10000000000000000000,7.0000000000000000,F&B,FOOD SALEE, - , - ,41133,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-29,23:35:03,DONE,"",CLUB POULET MAYONNAISE,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,41133,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-30,00:02:39,DONE,"",VITAO GREEN TEA,1,"",0.10000000000000000000,4.0000000000000000,F&B,SANS ALCOOL,VITAO,ASTORE,41132,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-30,00:07:43,DONE,"",ADAPTATEUR UNIVERSEL,1,"",0.20000000000000000000,14.0000000000000000,NON-F&B,SOS, - , - ,41131,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-30,00:22:24,DONE,"",TWIX 50g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,TWIX,ASTORE,41130,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-09-30,00:29:20.349,DONE,3760322850307,L'EAU NEUVE 50CL,1,"",10.0000000000000000,2.2000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,40309,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-09-30,00:31:31,,"",CHIPS Oignons caramélisé,1,"",0.10000000000000000000,2.4000000000000000,F&B,FOOD SALEE, - , - ,42135,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-09-30,00:31:31,,"",CHIPS Oignons caramélisé,1,"",0.10000000000000000000,2.4000000000000000,F&B,FOOD SALEE, - , - ,42135,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-09-30,00:39:12,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,41129,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (APERO PREMIUM 2),2025-09-30,01:33:38.07,DONE,3497915000091,Chips (90g),1,"",5.5000000000000000,5.0000000000000000,F&B,FOOD SALEE,-,ASTORE,40696,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (APERO PREMIUM 2),2025-09-30,01:33:38.07,DONE,3701239036019,Mini-cookies,1,"",5.5000000000000000,3.0000000000000000,F&B,FOOD SUCREE,-,ASTORE,40696,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (APERO PREMIUM 2),2025-09-30,01:33:38.07,DONE,3503780004437,Jus Granini (25cl),1,"",5.5000000000000000,5.0000000000000000,F&B,SANS ALCOOL,GRANINI,ASTORE,40696,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (GRAB & GO),2025-09-30,01:34:11.08,DONE,3701239036019,Mini-cookies,2,"",5.5000000000000000,6.0000000000000000,F&B,FOOD SUCREE,-,ASTORE,42801,,"",""
